 1053 0 0 0 0 0 0 0
   0.2500E+00  0.6173E+03  0.8750E+03  0.1704E+04  0.2333E+01  0.4544E+01  0.4709E+02  0.4127E-01
   0.5000E+00  0.5488E+03  0.6515E+03  0.1239E+04  0.1958E+01  0.3724E+01  0.6092E+02  0.8254E-01
   0.7500E+00  0.4675E+03  0.5408E+03  0.1000E+04  0.1911E+01  0.3535E+01  0.7260E+02  0.1238E+00
   0.1000E+01  0.3870E+03  0.4617E+03  0.8285E+03  0.1974E+01  0.3542E+01  0.8272E+02  0.1651E+00
   0.1250E+01  0.3178E+03  0.3981E+03  0.6919E+03  0.2074E+01  0.3605E+01  0.9133E+02  0.2064E+00
   0.1500E+01  0.2645E+03  0.3453E+03  0.5838E+03  0.2163E+01  0.3658E+01  0.9854E+02  0.2476E+00
   0.1750E+01  0.2263E+03  0.2988E+03  0.4808E+03  0.2189E+01  0.3522E+01  0.1050E+03  0.2889E+00
   0.2000E+01  0.2001E+03  0.2544E+03  0.3719E+03  0.2107E+01  0.3081E+01  0.1104E+03  0.3302E+00
   0.2250E+01  0.1818E+03  0.2136E+03  0.2879E+03  0.1948E+01  0.2624E+01  0.1131E+03  0.3714E+00
   0.2500E+01  0.1683E+03  0.1822E+03  0.2475E+03  0.1794E+01  0.2437E+01  0.1131E+03  0.4127E+00
   0.2750E+01  0.1579E+03  0.1611E+03  0.2329E+03  0.1689E+01  0.2442E+01  0.1122E+03  0.4540E+00
   0.3000E+01  0.1501E+03  0.1469E+03  0.2231E+03  0.1619E+01  0.2459E+01  0.1118E+03  0.4953E+00
   0.3250E+01  0.1441E+03  0.1357E+03  0.2089E+03  0.1556E+01  0.2396E+01  0.1123E+03  0.5365E+00
   0.3500E+01  0.1391E+03  0.1252E+03  0.1879E+03  0.1485E+01  0.2230E+01  0.1134E+03  0.5778E+00
   0.3750E+01  0.1345E+03  0.1147E+03  0.1645E+03  0.1406E+01  0.2016E+01  0.1145E+03  0.6191E+00
   0.4000E+01  0.1302E+03  0.1049E+03  0.1467E+03  0.1327E+01  0.1855E+01  0.1149E+03  0.6603E+00
   0.4250E+01  0.1261E+03  0.9675E+02  0.1380E+03  0.1262E+01  0.1799E+01  0.1147E+03  0.7016E+00
   0.4500E+01  0.1223E+03  0.9060E+02  0.1342E+03  0.1216E+01  0.1801E+01  0.1146E+03  0.7429E+00
   0.4750E+01  0.1190E+03  0.8557E+02  0.1284E+03  0.1179E+01  0.1768E+01  0.1149E+03  0.7842E+00
   0.5000E+01  0.1158E+03  0.8082E+02  0.1193E+03  0.1143E+01  0.1686E+01  0.1154E+03  0.8254E+00
