 562 0 0 0 0 0 0 0
   0.2500E+00  0.2356E+03  0.9961E+03  0.1961E+04  0.8059E+01  0.1587E+02  0.3966E+02  0.4322E-01
   0.5000E+00  0.2297E+03  0.8560E+03  0.1702E+04  0.7234E+01  0.1438E+02  0.5220E+02  0.8643E-01
   0.7500E+00  0.2120E+03  0.7899E+03  0.1539E+04  0.7360E+01  0.1434E+02  0.6705E+02  0.1297E+00
   0.1000E+01  0.1891E+03  0.7282E+03  0.1371E+04  0.7731E+01  0.1455E+02  0.8200E+02  0.1729E+00
   0.1250E+01  0.1673E+03  0.6656E+03  0.1212E+04  0.8115E+01  0.1478E+02  0.9484E+02  0.2161E+00
   0.1500E+01  0.1491E+03  0.6066E+03  0.1074E+04  0.8422E+01  0.1491E+02  0.1053E+03  0.2593E+00
   0.1750E+01  0.1346E+03  0.5532E+03  0.9554E+03  0.8628E+01  0.1490E+02  0.1136E+03  0.3025E+00
   0.2000E+01  0.1230E+03  0.5076E+03  0.8665E+03  0.8772E+01  0.1497E+02  0.1198E+03  0.3457E+00
   0.2250E+01  0.1135E+03  0.4712E+03  0.8068E+03  0.8936E+01  0.1530E+02  0.1246E+03  0.3890E+00
   0.2500E+01  0.1052E+03  0.4429E+03  0.7637E+03  0.9163E+01  0.1580E+02  0.1289E+03  0.4322E+00
   0.2750E+01  0.9801E+02  0.4208E+03  0.7333E+03  0.9450E+01  0.1647E+02  0.1332E+03  0.4754E+00
   0.3000E+01  0.9182E+02  0.4034E+03  0.7122E+03  0.9769E+01  0.1725E+02  0.1379E+03  0.5186E+00
   0.3250E+01  0.8670E+02  0.3880E+03  0.6839E+03  0.1005E+02  0.1771E+02  0.1437E+03  0.5618E+00
   0.3500E+01  0.8253E+02  0.3711E+03  0.6354E+03  0.1019E+02  0.1744E+02  0.1507E+03  0.6050E+00
   0.3750E+01  0.7902E+02  0.3509E+03  0.5736E+03  0.1014E+02  0.1659E+02  0.1576E+03  0.6483E+00
   0.4000E+01  0.7576E+02  0.3284E+03  0.5114E+03  0.9982E+01  0.1554E+02  0.1637E+03  0.6915E+00
   0.4250E+01  0.7248E+02  0.3054E+03  0.4536E+03  0.9774E+01  0.1452E+02  0.1688E+03  0.7347E+00
   0.4500E+01  0.6914E+02  0.2827E+03  0.4004E+03  0.9554E+01  0.1353E+02  0.1728E+03  0.7779E+00
   0.4750E+01  0.6589E+02  0.2612E+03  0.3546E+03  0.9324E+01  0.1266E+02  0.1758E+03  0.8211E+00
   0.5000E+01  0.6295E+02  0.2418E+03  0.3196E+03  0.9087E+01  0.1201E+02  0.1778E+03  0.8643E+00
   0.5250E+01  0.6048E+02  0.2249E+03  0.2955E+03  0.8849E+01  0.1163E+02  0.1792E+03  0.9076E+00
   0.5500E+01  0.5845E+02  0.2106E+03  0.2775E+03  0.8619E+01  0.1136E+02  0.1803E+03  0.9508E+00
   0.5750E+01  0.5669E+02  0.1980E+03  0.2591E+03  0.8398E+01  0.1099E+02  0.1815E+03  0.9940E+00
   0.6000E+01  0.5503E+02  0.1861E+03  0.2368E+03  0.8169E+01  0.1040E+02  0.1830E+03  0.1037E+01
   0.6250E+01  0.5347E+02  0.1743E+03  0.2124E+03  0.7913E+01  0.9641E+01  0.1843E+03  0.1080E+01
   0.6500E+01  0.5205E+02  0.1629E+03  0.1897E+03  0.7628E+01  0.8881E+01  0.1853E+03  0.1124E+01
   0.6750E+01  0.5080E+02  0.1522E+03  0.1707E+03  0.7332E+01  0.8224E+01  0.1859E+03  0.1167E+01
   0.7000E+01  0.4966E+02  0.1426E+03  0.1572E+03  0.7051E+01  0.7777E+01  0.1860E+03  0.1210E+01
   0.7250E+01  0.4857E+02  0.1344E+03  0.1504E+03  0.6819E+01  0.7633E+01  0.1859E+03  0.1253E+01
   0.7500E+01  0.4738E+02  0.1274E+03  0.1452E+03  0.6652E+01  0.7581E+01  0.1860E+03  0.1297E+01
   0.7750E+01  0.4598E+02  0.1209E+03  0.1344E+03  0.6526E+01  0.7253E+01  0.1865E+03  0.1340E+01
   0.8000E+01  0.4435E+02  0.1141E+03  0.1179E+03  0.6405E+01  0.6615E+01  0.1873E+03  0.1383E+01
   0.8250E+01  0.4254E+02  0.1071E+03  0.1016E+03  0.6283E+01  0.5959E+01  0.1878E+03  0.1426E+01
   0.8500E+01  0.4060E+02  0.1004E+03  0.9062E+02  0.6188E+01  0.5587E+01  0.1878E+03  0.1469E+01
   0.8750E+01  0.3862E+02  0.9463E+02  0.8651E+02  0.6150E+01  0.5622E+01  0.1875E+03  0.1513E+01
   0.9000E+01  0.3668E+02  0.9000E+02  0.8632E+02  0.6172E+01  0.5919E+01  0.1873E+03  0.1556E+01
   0.9250E+01  0.3486E+02  0.8606E+02  0.8460E+02  0.6226E+01  0.6121E+01  0.1876E+03  0.1599E+01
   0.9500E+01  0.3310E+02  0.8210E+02  0.7702E+02  0.6269E+01  0.5882E+01  0.1886E+03  0.1642E+01
   0.9750E+01  0.3138E+02  0.7754E+02  0.6308E+02  0.6259E+01  0.5092E+01  0.1902E+03  0.1685E+01
   0.1000E+02  0.2971E+02  0.7223E+02  0.4569E+02  0.6170E+01  0.3903E+01  0.1919E+03  0.1729E+01
   0.1025E+02  0.2815E+02  0.6634E+02  0.2774E+02  0.5994E+01  0.2506E+01  0.1935E+03  0.1772E+01
   0.1050E+02  0.2670E+02  0.6008E+02  0.1001E+02  0.5733E+01  0.9556E+00  0.1950E+03  0.1815E+01
   0.1075E+02  0.2534E+02  0.5343E+02  0.1000E-01  0.5382E+01  0.1007E-02  0.1967E+03  0.1858E+01
