 7978 0 0 0 0 0 0 0
   0.2500E+00  0.3613E+03  0.1354E+03  0.2769E+03  0.6247E+00  0.1278E+01  0.9901E+01  0.4678E-01
   0.5000E+00  0.3160E+03  0.1291E+03  0.2625E+03  0.6834E+00  0.1390E+01  0.1547E+02  0.9356E-01
   0.7500E+00  0.2645E+03  0.1256E+03  0.2521E+03  0.7969E+00  0.1600E+01  0.2215E+02  0.1403E+00
   0.1000E+01  0.2184E+03  0.1203E+03  0.2330E+03  0.9274E+00  0.1796E+01  0.2926E+02  0.1871E+00
   0.1250E+01  0.1827E+03  0.1129E+03  0.2085E+03  0.1042E+01  0.1924E+01  0.3540E+02  0.2339E+00
   0.1500E+01  0.1566E+03  0.1062E+03  0.1965E+03  0.1145E+01  0.2118E+01  0.3935E+02  0.2807E+00
   0.1750E+01  0.1379E+03  0.1041E+03  0.2065E+03  0.1276E+01  0.2532E+01  0.4223E+02  0.3275E+00
   0.2000E+01  0.1243E+03  0.1063E+03  0.2252E+03  0.1447E+01  0.3066E+01  0.4723E+02  0.3743E+00
   0.2250E+01  0.1144E+03  0.1081E+03  0.2271E+03  0.1599E+01  0.3360E+01  0.5643E+02  0.4210E+00
   0.2500E+01  0.1071E+03  0.1025E+03  0.1842E+03  0.1621E+01  0.2913E+01  0.6876E+02  0.4678E+00
   0.2750E+01  0.1013E+03  0.8497E+02  0.9288E+02  0.1420E+01  0.1552E+01  0.8027E+02  0.5146E+00
   0.3000E+01  0.9642E+02  0.5889E+02  0.6033E+00  0.1034E+01  0.1059E-01  0.8638E+02  0.5614E+00
   0.3250E+01  0.9196E+02  0.3402E+02  0.1000E-01  0.6256E+00  0.1839E-03  0.8580E+02  0.6082E+00
   0.3500E+01  0.8775E+02  0.1616E+02  0.1000E-01  0.3113E+00  0.1926E-03  0.8101E+02  0.6549E+00
   0.3750E+01  0.8397E+02  0.4919E+01  0.1000E-01  0.9892E-01  0.2011E-03  0.7369E+02  0.7017E+00
   0.4000E+01  0.8093E+02 -0.3646E+00  0.1000E-01 -0.7599E-02  0.2084E-03  0.6334E+02  0.7485E+00
   0.4250E+01  0.7871E+02  0.7200E+00  0.1000E-01  0.1541E-01  0.2140E-03  0.5028E+02  0.7953E+00
   0.4500E+01  0.7720E+02  0.6738E+01  0.3115E+02  0.1469E+00  0.6789E+00  0.3756E+02  0.8421E+00
   0.4750E+01  0.7628E+02  0.1444E+02  0.6040E+02  0.3182E+00  0.1331E+01  0.2969E+02  0.8889E+00
   0.5000E+01  0.7577E+02  0.2135E+02  0.7654E+02  0.4728E+00  0.1695E+01  0.2906E+02  0.9356E+00
   0.5250E+01  0.7534E+02  0.2652E+02  0.8261E+02  0.5898E+00  0.1837E+01  0.3388E+02  0.9824E+00
   0.5500E+01  0.7454E+02  0.2985E+02  0.8200E+02  0.6700E+00  0.1841E+01  0.4075E+02  0.1029E+01
   0.5750E+01  0.7293E+02  0.3153E+02  0.7714E+02  0.7222E+00  0.1767E+01  0.4795E+02  0.1076E+01
   0.6000E+01  0.7028E+02  0.3157E+02  0.6595E+02  0.7492E+00  0.1565E+01  0.5510E+02  0.1123E+01
   0.6250E+01  0.6658E+02  0.2983E+02  0.4825E+02  0.7463E+00  0.1207E+01  0.6135E+02  0.1170E+01
   0.6500E+01  0.6193E+02  0.2697E+02  0.3332E+02  0.7242E+00  0.8945E+00  0.6536E+02  0.1216E+01
   0.6750E+01  0.5670E+02  0.2443E+02  0.3024E+02  0.7155E+00  0.8855E+00  0.6729E+02  0.1263E+01
   0.7000E+01  0.5155E+02  0.2272E+02  0.3079E+02  0.7307E+00  0.9903E+00  0.6965E+02  0.1310E+01
   0.7250E+01  0.4709E+02  0.2005E+02  0.1401E+02  0.7049E+00  0.4924E+00  0.7456E+02  0.1357E+01
   0.7500E+01  0.4353E+02  0.1157E+02  0.1000E-01  0.4395E+00  0.3797E-03  0.8084E+02  0.1403E+01
